"","id","name","image_url","is_closed","url","review_count","rating","price","phone","display_phone","distance","coordinates.latitude","coordinates.longitude","location.address1","location.city","location.zip_code","location.country","location.state","category","X","start","end","is.overnight","start.r","end.r"
"183","tats-delicatessen-seattle","Tat's Delicatessen","https://s3-media4.fl.yelpcdn.com/bphoto/T-xo2VdZ_9M8aX_ze7cM7w/o.jpg",FALSE,"https://www.yelp.com/biz/tats-delicatessen-seattle?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ",980,4.5,"$$",12062648287,"(206) 264-8287",247.131125237224,47.6015989850198,-122.332317061304,"159 Yesler Way","Seattle",98104,"US","WA",NA,152,850,1538.33333333333,FALSE,850,1538
"184","good-bar-seattle-3","Good Bar","https://s3-media1.fl.yelpcdn.com/bphoto/W9LzotPdy3xZCNmOkv3NJA/o.jpg",FALSE,"https://www.yelp.com/biz/good-bar-seattle-3?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ",128,4,"$$",12066242337,"(206) 624-2337",113.681013236682,47.6001331964882,-122.331512211336,"240 2nd Ave S","Seattle",98104,"US","WA",NA,44,1600,685.714285714286,TRUE,1600,686
"185","rain-shadow-meats-squared-seattle","Rain Shadow Meats Squared","https://s3-media2.fl.yelpcdn.com/bphoto/tj0ivfk7qRqVwLYtap6-wQ/o.jpg",FALSE,"https://www.yelp.com/biz/rain-shadow-meats-squared-seattle?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ",239,4.5,"$$",12064674854,"(206) 467-4854",230.435112219442,47.5990433,-122.3327216,"404 Occidental Ave S","Seattle",98104,"US","WA",NA,158,1100,1783.33333333333,FALSE,1100,1783
"186","sprout-seattle","Sprout","https://s3-media3.fl.yelpcdn.com/bphoto/ousTmsvzCvgIRUy-tjKFSA/o.jpg",FALSE,"https://www.yelp.com/biz/sprout-seattle?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ",123,4.5,"$$",12069733766,"(206) 973-3766",277.021286495566,47.6020821770476,-122.332066488718,"512 2nd Ave","Seattle",98104,"US","WA",NA,122,1000,1600,FALSE,1000,1600
"187","nirmals-seattle","Nirmal's","https://s3-media3.fl.yelpcdn.com/bphoto/LVSEXbNmlsi7s2az_3RKWg/o.jpg",FALSE,"https://www.yelp.com/biz/nirmals-seattle?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ",310,3.5,"$$",12066839701,"(206) 683-9701",255.15994369955,47.6014294824608,-122.332685017532,"106 Occidental Ave S","Seattle",98104,"US","WA",NA,260,1415,1800,FALSE,1415,1800
"188","manus-bodega-seattle","Manu's Bodega","https://s3-media1.fl.yelpcdn.com/bphoto/jKnB42q4zwdnQMdyQijAdQ/o.jpg",FALSE,"https://www.yelp.com/biz/manus-bodega-seattle?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ",112,4,"$$",12066822175,"(206) 682-2175",177.802055809,47.6015784,-122.329515,"100 Prefontaine Pl S","Seattle",98104,"US","WA",NA,13,1100,1500,FALSE,1100,1500
"189","pings-dumpling-house-seattle","Ping's Dumpling House","https://s3-media3.fl.yelpcdn.com/bphoto/1ZhfgsYfNxDYLheK03JohQ/o.jpg",FALSE,"https://www.yelp.com/biz/pings-dumpling-house-seattle?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ",368,3,"$",12066236764,"(206) 623-6764",261.669292857364,47.5985129234165,-122.327318787575,"508 S King St","Seattle",98104,"US","WA",NA,184,900,2100,FALSE,900,2100
"190","quality-athletics-seattle","Quality Athletics","https://s3-media2.fl.yelpcdn.com/bphoto/sN9GqBOYuegAYkXqnaut7Q/o.jpg",FALSE,"https://www.yelp.com/biz/quality-athletics-seattle?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ",227,3,"$$",12064203015,"(206) 420-3015",302.77936961697,47.5982409737019,-122.333071020829,"121 S King St","Seattle",98104,"US","WA",NA,212,1130,2128.57142857143,FALSE,1130,2129
"191","great-state-burger-seattle-3","Great State Burger","https://s3-media2.fl.yelpcdn.com/bphoto/FLDvdiCFwjgeKcgaJjncTw/o.jpg",FALSE,"https://www.yelp.com/biz/great-state-burger-seattle-3?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ",34,2.5,"$$",12067757110,"(206) 775-7110",286.93962171772,47.5981015,-122.3274373,"504 5th Ave S","Seattle",98104,"US","WA",NA,334,1100,2100,FALSE,1100,2100
"192","zocalo-seattle-3","Zocalo","https://s3-media4.fl.yelpcdn.com/bphoto/WOn3UEmt7aCZB9D1KySFFg/o.jpg",FALSE,"https://www.yelp.com/biz/zocalo-seattle-3?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ",66,3.5,"$$",12066230550,"(206) 623-0550",217.837690030944,47.6003098,-122.3328784,"224 Occidental Ave S","Seattle",98104,"US","WA","mexican",323,1130,1585.71428571429,FALSE,1130,1586
"193","tenoch-mexican-grill-seattle","Tenoch Mexican Grill","https://s3-media2.fl.yelpcdn.com/bphoto/m3IiBB_Db-y5i_USzxQ82Q/o.jpg",FALSE,"https://www.yelp.com/biz/tenoch-mexican-grill-seattle?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ",74,3.5,"$",12063818994,"(206) 381-8994",211.452716140086,47.60055,-122.32741,"208 5th Ave S","Seattle",98104,"US","WA","mexican",267,1100,1700,FALSE,1100,1700
"194","box-house-seattle-3","Box House","https://s3-media3.fl.yelpcdn.com/bphoto/9l14rRPcz6AmIcUJzXp7Iw/o.jpg",FALSE,"https://www.yelp.com/biz/box-house-seattle-3?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ",58,3,"$$",12067489975,"(206) 748-9975",261.528036257544,47.6010893,-122.3331086,"124 S Washington St","Seattle",98104,"US","WA",NA,188,1171.42857142857,1285.71428571429,TRUE,1171,1286
"195","j-dumpling-seattle","J dumpling","https://s3-media2.fl.yelpcdn.com/bphoto/H6ahUYiqNpEyChaVAP5VMw/o.jpg",FALSE,"https://www.yelp.com/biz/j-dumpling-seattle?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ",43,4,"$$",12068298933,"(206) 829-8933",1029.16725369689,47.68278,-122.2908,"7347 35th Ave NE","Seattle",98115,"US","WA","chinese",59,1100,2100,FALSE,1100,2100
"196","the-zouave-restaurant-seattle","The Zouave Restaurant","https://s3-media1.fl.yelpcdn.com/bphoto/8EiboGiyAyDPcFF6hg8aHw/o.jpg",FALSE,"https://www.yelp.com/biz/the-zouave-restaurant-seattle?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ",155,4.5,"$$",12065257747,"(206) 525-7747",1023.60729878379,47.6756232,-122.29875,"2615 NE 65th St","Seattle",98115,"US","WA","italian",145,1700,2200,FALSE,1700,2200
"197","barbecue-smith-seattle","Barbecue Smith","https://s3-media3.fl.yelpcdn.com/bphoto/hdhg8LFU_3vSZriDB9AURA/o.jpg",FALSE,"https://www.yelp.com/biz/barbecue-smith-seattle?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ",54,4,"$$",12062571333,"(206) 257-1333",1028.51663535438,47.6864280920191,-122.317695021629,"7919 Roosevelt Way NE","Seattle",98115,"US","WA",NA,30,1130,2100,FALSE,1130,2100
"198","flying-boots-ravenna-seattle-2","Flying Boots Ravenna","https://s3-media1.fl.yelpcdn.com/bphoto/dfr3u6b2teR___x5aamKmw/o.jpg",FALSE,"https://www.yelp.com/biz/flying-boots-ravenna-seattle-2?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ",9,4.5,NA,12067299083,"(206) 729-9083",897.447116696206,47.67596,-122.30338,"2258 NE 65th St","Seattle",98115,"US","WA",NA,128,1100,200,TRUE,1100,200
"199","opus-co-seattle-2","Opus Co","https://s3-media1.fl.yelpcdn.com/bphoto/jhabaefg31PA3hOiyHozvQ/o.jpg",FALSE,"https://www.yelp.com/biz/opus-co-seattle-2?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ",37,4.5,"$$$",12064208360,"(206) 420-8360",3788.94336625339,47.68286,-122.35507,"7410 Greenwood Ave N","Seattle",98103,"US","WA",NA,169,1700,2200,FALSE,1700,2200
"200","mkt-seattle","mkt.","https://s3-media1.fl.yelpcdn.com/bphoto/noWPuQMyCi--QtF546BOhw/o.jpg",FALSE,"https://www.yelp.com/biz/mkt-seattle?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ",255,4.5,"$$$",12068121580,"(206) 812-1580",2729.6187783274,47.6686946,-122.3329512,"2108 N 55th St","Seattle",98103,"US","WA",NA,164,1700,2200,FALSE,1700,2200
"201","wann-yen-seattle","Wann Yen","https://s3-media2.fl.yelpcdn.com/bphoto/T66VWD8i7F1Ge3O8DiZMuA/o.jpg",FALSE,"https://www.yelp.com/biz/wann-yen-seattle?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ",96,4.5,"$",12064325902,"(206) 432-5902",2789.00202597188,47.65969,-122.31346,"1313 NE 43rd St","Seattle",98105,"US","WA","thai",113,1200,1900,FALSE,1200,1900
"202","teddys-bigger-burgers-greenlake-greenlake","Teddy's Bigger Burgers - Greenlake","https://s3-media3.fl.yelpcdn.com/bphoto/zERB7UO3AX2WKoJyeGmLJA/o.jpg",FALSE,"https://www.yelp.com/biz/teddys-bigger-burgers-greenlake-greenlake?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ",181,4,"$$",12065821885,"(206) 582-1885",1744.21208636132,47.6786515130319,-122.326345573107,"6900 Greenlake Way N","Greenlake",98115,"US","WA",NA,43,1100,2100,FALSE,1100,2100
"203","teriyaki-1st-seattle-2","Teriyaki 1st","https://s3-media2.fl.yelpcdn.com/bphoto/a7DnI-MPnHzVgXWIoSpFPQ/o.jpg",FALSE,"https://www.yelp.com/biz/teriyaki-1st-seattle-2?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ",282,4.5,"$",12065261661,"(206) 526-1661",2040.85868867899,47.66671,-122.3134,"5201 University Way NE","Seattle",98105,"US","WA","japanese",126,1100,2200,FALSE,1100,2200
"204","ravenleaf-public-house-seattle","Ravenleaf Public House","https://s3-media1.fl.yelpcdn.com/bphoto/fJBr3wKT1RBm4GKQhGUD9w/o.jpg",FALSE,"https://www.yelp.com/biz/ravenleaf-public-house-seattle?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ",67,3.5,"$$",12064031994,"(206) 403-1994",662.517355556282,47.68713,-122.31197,"8014 15th Ave NE","Seattle",98115,"US","WA",NA,326,1433.33333333333,2176.66666666667,FALSE,1433,2177
"205","cafe-mia-seattle-3","Cafe Mia","https://s3-media1.fl.yelpcdn.com/bphoto/lgRUpBaDxyxvTpVtm4VNbQ/o.jpg",FALSE,"https://www.yelp.com/biz/cafe-mia-seattle-3?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ",9,5,"$$",NA,"",986.323378950248,47.56308,-122.38731,"4310 SW Oregon St","Seattle",98116,"US","WA",NA,235,866.666666666667,1400,FALSE,867,1400
"206","srivilai-thai-cuisine-seattle","Srivilai Thai Cuisine","https://s3-media3.fl.yelpcdn.com/bphoto/zI-rrcmvMle3zF3mMtlcQA/o.jpg",FALSE,"https://www.yelp.com/biz/srivilai-thai-cuisine-seattle?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ",40,4,"$$",12062575171,"(206) 257-5171",358.062828761332,47.57428,-122.38705,"3247 California Ave SW","Seattle",98116,"US","WA","thai",4,1200,2150,FALSE,1200,2150
"207","maono-seattle","Ma'ono","https://s3-media1.fl.yelpcdn.com/bphoto/UM2UcmDtRnz2mRpAJ5gajA/o.jpg",FALSE,"https://www.yelp.com/biz/maono-seattle?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ",713,4,"$$",12069351075,"(206) 935-1075",936.035502194544,47.5636486287425,-122.386841379762,"4437 California Ave SW","Seattle",98116,"US","WA",NA,45,1471.42857142857,2028.57142857143,FALSE,1471,2029
"208","raccolto-seattle","Raccolto","https://s3-media1.fl.yelpcdn.com/bphoto/TIYBIP4pFpoWFU5mAoGG0g/o.jpg",FALSE,"https://www.yelp.com/biz/raccolto-seattle?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ",117,4,"$$$",12063973775,"(206) 397-3775",775.986810106452,47.5651027485655,-122.387065950985,"4147 California Ave SW","Seattle",98116,"US","WA","italian",3,1700,2200,FALSE,1700,2200
"209","new-leaf-bistro-seattle-2","New Leaf Bistro","https://s3-media4.fl.yelpcdn.com/bphoto/h03riew46gNhd9TzSTQQyA/o.jpg",FALSE,"https://www.yelp.com/biz/new-leaf-bistro-seattle-2?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ",121,4,"$$",12069383681,"(206) 938-3681",1142.60109500126,47.58172,-122.3862,"2342 California Ave SW","Seattle",98116,"US","WA","vietnamese",54,1100,2130,FALSE,1100,2130
"210","sound-and-fog-seattle","Sound & Fog","https://s3-media3.fl.yelpcdn.com/bphoto/7slGw2nDIADvLXn2MFTzWA/o.jpg",FALSE,"https://www.yelp.com/biz/sound-and-fog-seattle?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ",98,5,"$",12066181444,"(206) 618-1444",1402.72268896024,47.560101,-122.383012,"4735 40th Ave SW","Seattle",98116,"US","WA",NA,250,678.571428571429,1928.57142857143,FALSE,679,1929
"211","great-american-diner-and-bar-seattle-2","Great American Diner & Bar","https://s3-media3.fl.yelpcdn.com/bphoto/vdVjF-zA9hMme5Lbldz_hQ/o.jpg",FALSE,"https://www.yelp.com/biz/great-american-diner-and-bar-seattle-2?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ",134,4,"$$",14254176797,"(425) 417-6797",1390.4901664312,47.55948,-122.38661,"4752 California Ave SW","Seattle",98116,"US","WA",NA,32,700,0,FALSE,700,0
"212","harrys-chicken-joint-seattle","Harry's Chicken Joint","https://s3-media3.fl.yelpcdn.com/bphoto/DIMeQpmTvlZvTOrVlkOR4w/o.jpg",FALSE,"https://www.yelp.com/biz/harrys-chicken-joint-seattle?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ",140,4,"$$",12069389000,"(206) 938-9000",2710.90732139627,47.54752,-122.38697,"6032 California Ave SW","Seattle",98136,"US","WA",NA,76,1600,2000,FALSE,1600,2000
"213","sunfish-seattle","Sunfish","https://s3-media1.fl.yelpcdn.com/bphoto/FIGuoFhOkYeqt8iruR4IBg/o.jpg",FALSE,"https://www.yelp.com/biz/sunfish-seattle?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ",210,4,"$$",12069384112,"(206) 938-4112",1814.68774101605,47.5784187316895,-122.41219329834,"2800 Alki Ave SW","Seattle",98116,"US","WA",NA,55,1100,2100,FALSE,1100,2100
"214","falafel-salam-seattle-9","Falafel Salam","https://s3-media2.fl.yelpcdn.com/bphoto/GnFlc-H2-5MJlvyP0bHWwQ/o.jpg",FALSE,"https://www.yelp.com/biz/falafel-salam-seattle-9?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ",38,4.5,"$$",12063252335,"(206) 325-2335",1370.54134124323,47.5596799135963,-122.386579848826,"4746 California Ave SW","Seattle",98116,"US","WA","mediterranean",92,1083.33333333333,2083.33333333333,FALSE,1083,2083
"215","dukes-seafood-and-chowder-seattle-4","Duke's Seafood & Chowder","https://s3-media2.fl.yelpcdn.com/bphoto/VMKg_VSVqLS1u4-9At2sNQ/o.jpg",FALSE,"https://www.yelp.com/biz/dukes-seafood-and-chowder-seattle-4?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ",420,3.5,"$$",12069376100,"(206) 937-6100",1558.12826069588,47.580856,-122.4059175,"2516 Alki Ave SW","Seattle",98116,"US","WA",NA,276,1100,2228.57142857143,FALSE,1100,2229
"216","dumplings-of-fury-seattle","Dumplings of Fury","https://s3-media2.fl.yelpcdn.com/bphoto/XAQt17rh0_T12oTFVKFTuw/o.jpg",FALSE,"https://www.yelp.com/biz/dumplings-of-fury-seattle?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ",82,3.5,"$$",12062570695,"(206) 257-0695",1013.07895627029,47.5629785583569,-122.387040723123,"4304 SW Oregon St","Seattle",98116,"US","WA","chinese",289,1100,2100,FALSE,1100,2100
"217","elliotts-oyster-house-seattle-2","Elliott's Oyster House","https://s3-media3.fl.yelpcdn.com/bphoto/Am6AabmBhkHHqrGRSg2clQ/o.jpg",FALSE,"https://www.yelp.com/biz/elliotts-oyster-house-seattle-2?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ",2656,4,"$$$",12066234340,"(206) 623-4340",5257.13859946999,47.6054699,-122.34092,"1201 Alaskan Way","Seattle",98101,"US","WA",NA,29,1100,2228.57142857143,FALSE,1100,2229
"218","stock-seattle","Stock","https://s3-media2.fl.yelpcdn.com/bphoto/gQTs96hRc6ZEyWt0jynS8w/o.jpg",FALSE,"https://www.yelp.com/biz/stock-seattle?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ",177,4.5,"$$",12064023281,"(206) 402-3281",1616.65834924802,47.67614,-122.36281,"500 NW 65th St","Seattle",98117,"US","WA",NA,109,1000,2030,FALSE,1000,2030
"219","asadero-ballard-seattle","Asadero Ballard","https://s3-media1.fl.yelpcdn.com/bphoto/8Rugzh7N9nm7AADh_ILj2A/o.jpg",FALSE,"https://www.yelp.com/biz/asadero-ballard-seattle?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ",294,4.5,"$$",12066594499,"(206) 659-4499",2356.04865831935,47.66687,-122.38282,"5405 Leary Ave NW","Seattle",98107,"US","WA","mexican",162,1100,2200,FALSE,1100,2200
"220","flintcreek-cattle-seattle-2","Flintcreek Cattle","https://s3-media4.fl.yelpcdn.com/bphoto/oSTIRuwo60fTpqba3Zki6w/o.jpg",FALSE,"https://www.yelp.com/biz/flintcreek-cattle-seattle-2?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ",210,4.5,"$$$",12064575656,"(206) 457-5656",1563.18655809873,47.6904199617095,-122.355570159853,"8421 Greenwood Ave N","Seattle",98103,"US","WA",NA,170,1600,2230,FALSE,1600,2230
"221","opus-co-seattle-2","Opus Co","https://s3-media1.fl.yelpcdn.com/bphoto/jhabaefg31PA3hOiyHozvQ/o.jpg",FALSE,"https://www.yelp.com/biz/opus-co-seattle-2?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ",37,4.5,"$$$",12064208360,"(206) 420-8360",1656.7063367638,47.68286,-122.35507,"7410 Greenwood Ave N","Seattle",98103,"US","WA",NA,169,1700,2200,FALSE,1700,2200
"222","copine-seattle","Copine","https://s3-media1.fl.yelpcdn.com/bphoto/H4NlozgAerDgp6QI2V04jg/o.jpg",FALSE,"https://www.yelp.com/biz/copine-seattle?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ",126,4.5,"$$$",12062582467,"(206) 258-2467",1561.17172653925,47.6758391329994,-122.387506788495,"6460 24th Ave NW","Seattle",98107,"US","WA",NA,161,1700,2100,FALSE,1700,2100
"223","the-walrus-and-the-carpenter-seattle","The Walrus and the Carpenter","https://s3-media2.fl.yelpcdn.com/bphoto/dQzdhguIoG6EzwaodGZnQg/o.jpg",FALSE,"https://www.yelp.com/biz/the-walrus-and-the-carpenter-seattle?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ",1364,4,"$$$",12063959227,"(206) 395-9227",2692.81075835647,47.66351,-122.38022,"4743 Ballard Ave NW","Seattle",98107,"US","WA",NA,24,1600,2200,FALSE,1600,2200
"224","north-star-diner-and-shanghai-room-seattle","North Star Diner & Shanghai Room","https://s3-media2.fl.yelpcdn.com/bphoto/i4UYsGESbVTekOoQjQOUAw/o.jpg",FALSE,"https://www.yelp.com/biz/north-star-diner-and-shanghai-room-seattle?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ",195,4,"$$",12064575794,"(206) 457-5794",1650.67122357197,47.6922343371546,-122.355083066272,"8580 Greenwood Ave N","Seattle",98103,"US","WA",NA,16,0,0,TRUE,0,0
"225","pink-bee-seattle-2","Pink Bee","https://s3-media2.fl.yelpcdn.com/bphoto/_E13N4znDTblcxCTdE8l6w/o.jpg",FALSE,"https://www.yelp.com/biz/pink-bee-seattle-2?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ",93,4.5,"$",12064661650,"(206) 466-1650",2060.4016545733,47.6695949,-122.3829968,"2010 NW 56th St","Seattle",98107,"US","WA","thai",97,1350,1765,FALSE,1350,1765
"226","thai-siam-seattle-2","Thai Siam","https://s3-media2.fl.yelpcdn.com/bphoto/Ni1iuaGQV7uqATa92IpdaQ/o.jpg",FALSE,"https://www.yelp.com/biz/thai-siam-seattle-2?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ",422,4,"$$",12067833668,"(206) 783-3668",167.467601911614,47.68893,-122.37718,"8305 15th Ave NW","Seattle",98117,"US","WA","thai",88,1344.16666666667,1902.5,FALSE,1344,1902
"227","tropicos-breeze-seattle-4","Tropicos Breeze","https://s3-media2.fl.yelpcdn.com/bphoto/NR2DMNLqaaiiZ-6voLdXkg/o.jpg",FALSE,"https://www.yelp.com/biz/tropicos-breeze-seattle-4?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ",50,4.5,"$$",12067063955,"(206) 706-3955",2107.70621167131,47.6689,-122.38096,"1744 NW Market St","Seattle",98107,"US","WA",NA,136,1071.42857142857,2271.42857142857,FALSE,1071,2271
"228","bramling-cross-seattle-2","Bramling Cross","https://s3-media1.fl.yelpcdn.com/bphoto/o1dKeF0i4Os85aoeXrBJfg/o.jpg",FALSE,"https://www.yelp.com/biz/bramling-cross-seattle-2?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ",150,4,"$$",12064208192,"(206) 420-8192",2499.17140181062,47.6655235290527,-122.382583618164,"5205 Ballard Ave","Seattle",98107,"US","WA",NA,19,1700,2228.57142857143,FALSE,1700,2229
"229","baja-tacos-and-beer-mexican-restaurant-seattle","Baja Tacos & Beer Mexican Restaurant","https://s3-media1.fl.yelpcdn.com/bphoto/JcH5zd6R89ffaLmLbcHVeQ/o.jpg",FALSE,"https://www.yelp.com/biz/baja-tacos-and-beer-mexican-restaurant-seattle?adjust_creative=V-95KnK8r1TowfO8sF8iTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=V-95KnK8r1TowfO8sF8iTQ",87,4,"$$",12065564452,"(206) 556-4452",1072.60464981684,47.6966972,-122.3722763,"9211 Holman Rd NW","Seattle",98117,"US","WA","mexican",41,1030,2304.28571428571,FALSE,1030,2304
